Pixel #,Angle,Signal,Noise_Ref
97,67.338190498,1.7564025950271613,4.058456389761879
98,67.278237288,1.616088108176479,3.7647987577961364
99,67.218347122,1.4220305275778091,3.304329620118468
100,67.15852,1.3369383701746778,2.898187159217049
101,67.098755922,1.8049592723671295,3.9075357065512044
102,67.039054888,1.64553230628138,3.553021952448041
103,66.979416898,1.44430380669171,3.0268974703729263
104,66.919841952,2.0127299615322363,4.053448274583708
105,66.86033005,1.9912951444119884,3.696022114156917
106,66.80088119199999,1.4830039699898137,2.919284681660838
107,66.741495378,1.6224989104621168,2.8870080560468825
108,66.682172608,2.345699297731338,4.032990036687465
109,66.622912882,2.404684716363334,3.9586472605793124
110,66.5637162,2.932679692805504,4.526536105596868
111,66.504582562,2.919096387920451,4.228142768519609
112,66.445511968,3.031597867546594,4.28159575546259
113,66.386504418,2.5774462099478295,3.47934680088644
114,66.327559912,3.529815536556001,4.497257380070086
115,66.26867845,2.3412085428643987,2.9622967149618304
116,66.209860032,3.511071949952382,4.1015438506903825
117,66.151104658,3.926195494413708,4.480877041266157
118,66.092412328,3.5734473523807986,3.9658249360856006
119,66.033783042,4.100036805151354,4.42732114143952
120,65.9752168,4.059236511587544,4.339308770401707
121,65.916713602,3.4213391090063894,3.582704497481954
122,65.85827344799999,3.5761423718368635,3.736610537475803
123,65.799896338,2.8607391654598517,2.929349417197946
124,65.741582272,2.8702883875428364,3.013990992634195
125,65.68333125,3.0401576323636412,3.1208072161112326
126,65.625143272,3.6013922393097237,3.5877403586307866
127,65.567018338,3.8636614092097927,3.9627948242630477
128,65.50895644799999,4.560548823933124,4.4877553445960325
